"satisfaction_level" "last_evaluation" "number_project" "average_montly_hours" "time_spend_company" "Work_accident" "left" "promotion_last_5years" "sales" "salary"
0.96 0.88 2 193 2 0 0 0 "IT" "low"
0.93 0.81 3 143 3 0 0 0 "support" "low"
0.38 0.57 2 140 3 0 1 0 "sales" "low"
0.6 0.91 4 214 2 0 0 0 "IT" "medium"
0.09 0.85 6 297 4 0 1 0 "hr" "medium"
0.09 0.94 7 267 4 0 1 0 "sales" "medium"
0.45 0.54 2 129 3 0 1 0 "marketing" "high"
0.37 0.5 2 154 3 0 1 0 "hr" "medium"
0.52 0.54 5 247 4 0 0 0 "technical" "high"
0.85 1 5 244 2 0 0 0 "product_mng" "medium"
0.78 0.96 5 272 5 0 1 0 "sales" "low"
0.62 0.71 3 177 3 1 0 0 "IT" "low"
0.42 0.54 2 143 3 0 1 0 "product_mng" "high"
0.57 0.43 3 167 3 0 0 0 "sales" "medium"
0.97 0.5 3 216 3 0 0 0 "IT" "low"
0.75 0.68 3 237 5 0 0 0 "sales" "low"
0.1 0.96 6 310 5 0 1 0 "support" "low"
0.76 0.5 4 245 3 0 0 0 "hr" "low"
0.64 0.6 3 265 4 0 0 0 "sales" "low"
0.56 0.81 4 188 3 1 0 0 "marketing" "low"
0.73 0.87 4 263 2 0 0 0 "support" "low"
0.6 0.74 3 175 3 1 0 0 "hr" "low"
0.44 0.42 4 159 4 0 0 0 "technical" "medium"
0.79 0.86 5 238 8 0 0 0 "sales" "low"
0.85 0.9 3 184 3 1 0 0 "support" "low"
0.62 0.91 3 195 3 0 0 0 "sales" "medium"
0.99 0.56 6 128 4 0 0 0 "technical" "medium"
0.44 0.56 2 145 3 0 1 0 "support" "medium"
0.76 0.49 5 243 3 0 0 0 "technical" "low"
0.45 0.48 2 144 3 0 1 0 "marketing" "medium"
0.8 0.58 3 197 3 0 0 0 "support" "medium"
0.92 0.88 4 111 4 0 0 0 "technical" "medium"
0.75 0.85 3 250 6 0 0 0 "technical" "medium"
0.72 0.78 3 229 2 0 0 0 "sales" "medium"
0.36 0.6 2 136 6 0 0 0 "technical" "low"
0.84 0.84 3 150 4 0 0 0 "sales" "medium"
0.88 1 5 219 5 0 1 0 "technical" "low"
0.97 0.89 5 265 2 0 0 0 "IT" "low"
0.52 0.85 5 173 2 0 0 0 "support" "high"
0.53 0.58 4 134 2 0 0 0 "technical" "low"
0.1 0.84 5 298 4 0 1 0 "IT" "low"
0.91 0.95 5 241 5 0 1 0 "sales" "medium"
0.58 0.79 3 243 3 1 0 0 "sales" "medium"
0.54 0.96 4 248 3 0 0 0 "sales" "low"
0.57 0.82 5 218 3 0 0 0 "support" "medium"
0.6 0.5 3 274 3 0 0 0 "support" "medium"
0.1 0.8 7 281 4 0 1 0 "technical" "low"
0.75 0.75 5 133 2 0 0 0 "sales" "low"
0.83 0.48 3 242 4 0 0 0 "technical" "low"
0.92 0.85 3 207 2 0 0 0 "support" "low"
0.78 0.96 3 217 3 0 0 0 "marketing" "high"
0.44 0.54 2 151 3 0 1 0 "management" "low"
0.36 0.48 2 156 3 0 1 0 "accounting" "high"
0.95 0.77 5 199 10 1 0 0 "sales" "medium"
0.92 0.62 3 199 2 0 0 0 "IT" "medium"
0.67 0.39 2 235 6 0 0 0 "RandD" "low"
0.65 0.5 5 270 2 0 0 0 "sales" "low"
0.68 0.63 4 148 3 0 0 0 "RandD" "low"
0.91 0.55 3 223 3 0 0 0 "IT" "low"
0.95 0.99 5 251 4 0 0 0 "product_mng" "low"
0.51 0.94 5 260 4 0 0 0 "technical" "low"
0.56 0.83 3 236 3 1 0 0 "technical" "medium"
0.54 0.76 5 226 2 0 0 0 "IT" "low"
0.4 0.57 2 160 3 0 1 0 "accounting" "low"
0.48 0.58 3 194 3 0 0 0 "technical" "medium"
0.92 0.97 4 238 5 1 0 0 "support" "medium"
0.72 0.81 4 144 2 0 0 0 "IT" "low"
0.96 0.85 5 171 2 0 0 0 "RandD" "medium"
0.95 0.52 5 222 2 0 0 0 "sales" "low"
0.61 0.5 3 231 3 0 0 0 "IT" "high"
0.45 0.42 4 156 7 0 0 0 "product_mng" "high"
0.63 0.5 3 246 3 0 0 0 "product_mng" "low"
0.55 0.58 5 262 3 0 0 0 "support" "medium"
0.57 0.75 3 159 2 0 0 0 "technical" "medium"
0.66 0.58 4 244 3 0 0 0 "sales" "medium"
0.11 0.9 5 307 4 0 1 0 "support" "low"
0.51 0.64 3 203 3 0 0 0 "sales" "low"
0.49 0.66 5 194 3 0 0 0 "sales" "medium"
0.74 0.51 5 198 3 0 0 0 "hr" "low"
0.1 0.81 7 244 5 0 1 0 "hr" "medium"
0.63 0.78 4 275 3 0 0 0 "support" "low"
0.61 0.96 3 214 2 0 0 0 "IT" "medium"
0.85 0.5 4 267 3 0 0 0 "sales" "low"
0.86 0.95 4 149 3 0 0 1 "sales" "medium"
0.74 0.89 5 229 6 0 1 0 "support" "low"
0.64 0.38 5 171 6 1 0 1 "accounting" "high"
0.74 0.68 3 242 5 1 0 0 "support" "medium"
0.84 1 5 218 5 0 1 0 "technical" "medium"
0.53 0.75 3 232 3 0 0 0 "sales" "low"
0.66 0.69 4 198 3 1 0 0 "hr" "medium"
0.49 0.61 5 196 3 0 0 0 "support" "medium"
0.19 0.73 4 231 3 0 0 0 "sales" "low"
0.44 0.51 2 145 3 0 1 0 "support" "low"
0.17 0.61 6 154 10 1 0 0 "sales" "medium"
0.6 0.61 4 140 4 0 0 0 "sales" "medium"
0.37 0.54 2 152 3 0 1 0 "marketing" "medium"
0.39 0.53 2 141 3 0 1 0 "sales" "medium"
0.49 0.76 3 208 2 0 0 0 "technical" "low"
0.78 0.89 4 137 3 0 0 0 "IT" "medium"
0.61 0.76 4 135 2 0 0 0 "hr" "low"
0.94 0.8 4 266 3 1 0 0 "support" "medium"
0.96 0.95 4 265 2 0 0 0 "sales" "low"
0.9 0.78 5 215 3 0 0 1 "technical" "low"
0.89 0.64 4 151 5 0 0 0 "sales" "high"
0.34 0.78 5 137 4 0 0 0 "sales" "low"
0.54 0.58 3 169 2 1 0 0 "technical" "high"
0.51 0.93 5 232 3 0 0 0 "support" "medium"
0.98 0.79 4 231 4 0 0 0 "support" "medium"
0.73 0.91 4 247 5 0 1 0 "support" "medium"
0.79 0.83 3 126 10 1 0 0 "support" "low"
0.1 0.92 7 307 4 0 1 0 "support" "low"
0.91 0.56 4 158 3 0 0 0 "technical" "medium"
0.74 0.86 5 153 2 0 0 0 "sales" "low"
0.89 0.69 3 173 3 0 0 0 "sales" "medium"
0.8 0.62 3 191 3 0 0 0 "support" "medium"
0.17 0.57 4 116 3 0 0 0 "sales" "medium"
0.51 0.58 4 140 2 1 0 0 "product_mng" "low"
0.1 0.87 6 286 4 0 1 0 "IT" "medium"
0.4 0.46 2 130 3 0 1 0 "sales" "low"
0.97 0.75 3 241 2 0 0 0 "technical" "low"
0.71 0.77 4 192 4 0 0 0 "sales" "medium"
0.48 0.51 3 136 3 0 0 0 "marketing" "low"
0.7 0.62 3 110 3 0 0 0 "product_mng" "low"
0.92 0.69 4 180 3 0 0 0 "sales" "low"
0.88 0.75 5 152 3 0 0 0 "hr" "high"
0.52 0.51 3 218 2 1 0 0 "technical" "medium"
0.9 0.54 3 272 2 0 0 0 "IT" "low"
0.64 0.64 3 263 3 0 0 0 "marketing" "high"
0.79 0.7 4 268 2 0 0 0 "support" "medium"
0.53 0.7 4 155 5 1 0 0 "support" "low"
0.64 0.99 4 222 2 0 0 0 "technical" "low"
0.17 0.81 5 280 4 0 0 0 "product_mng" "medium"
0.99 0.82 6 185 4 1 0 0 "sales" "high"
0.77 0.48 4 258 4 1 0 0 "sales" "low"
0.62 0.76 4 163 3 0 0 0 "sales" "high"
0.43 0.48 2 147 3 0 1 0 "IT" "medium"
0.86 0.96 4 196 3 0 0 0 "sales" "low"
0.87 0.73 3 172 3 1 0 0 "support" "low"
0.11 0.81 6 266 4 1 1 0 "sales" "medium"
0.73 0.57 3 146 2 0 0 0 "product_mng" "low"
0.42 0.47 6 174 5 0 0 0 "technical" "low"
0.84 0.93 4 251 5 0 1 0 "technical" "medium"
0.1 0.55 2 247 4 0 1 0 "sales" "medium"
0.69 0.92 4 149 2 0 0 0 "product_mng" "medium"
0.5 0.54 3 254 2 0 0 0 "product_mng" "low"
0.77 0.96 3 232 2 1 0 0 "RandD" "low"
0.62 0.92 4 198 2 0 0 0 "sales" "medium"
0.88 0.98 3 263 3 1 0 0 "technical" "high"
0.96 0.68 4 137 2 0 0 1 "sales" "medium"
0.7 0.43 6 253 3 0 0 0 "IT" "high"
0.34 0.67 4 141 2 0 1 0 "sales" "low"
0.46 0.57 2 139 3 0 1 0 "sales" "low"
0.92 0.68 4 196 3 1 0 0 "technical" "low"
0.61 0.95 5 233 3 0 0 0 "technical" "medium"
0.83 0.92 4 187 6 1 0 0 "product_mng" "low"
0.87 0.92 4 253 6 0 1 0 "marketing" "low"
0.39 0.57 2 127 3 0 1 0 "sales" "low"
0.86 0.68 5 263 2 0 1 0 "technical" "medium"
0.9 0.65 4 221 3 0 0 0 "technical" "low"
0.54 0.61 4 118 5 0 0 0 "support" "low"
0.52 0.49 4 98 3 0 0 0 "support" "medium"
0.67 0.64 4 149 4 0 0 0 "technical" "low"
0.63 0.93 4 233 3 0 0 0 "IT" "medium"
0.88 0.5 3 206 2 0 0 0 "RandD" "medium"
0.72 0.58 5 147 3 1 0 0 "sales" "medium"
0.53 0.88 3 157 3 0 0 0 "IT" "low"
0.47 0.81 4 133 3 0 1 0 "RandD" "low"
0.5 0.77 3 265 3 0 0 0 "IT" "medium"
0.76 0.56 4 137 3 0 0 0 "IT" "low"
0.77 0.96 5 249 6 0 1 0 "technical" "low"
0.87 0.6 5 165 2 1 0 0 "marketing" "high"
0.65 0.75 4 270 2 0 0 0 "technical" "low"
0.72 0.62 4 252 2 1 0 0 "technical" "medium"
0.7 0.38 4 270 2 0 0 0 "RandD" "low"
0.62 0.89 5 243 3 0 0 0 "support" "medium"
0.54 0.88 3 251 2 0 0 0 "technical" "low"
0.74 0.64 3 136 2 0 0 0 "IT" "medium"
0.43 0.47 2 135 3 0 1 0 "sales" "low"
0.62 0.91 5 267 3 0 0 0 "technical" "low"
0.93 0.68 3 137 3 1 0 0 "sales" "medium"
0.39 0.51 2 151 3 0 1 0 "hr" "medium"
0.55 0.69 4 220 3 1 0 0 "management" "high"
0.11 0.84 6 251 4 0 1 0 "technical" "medium"
0.21 0.81 5 142 4 0 0 0 "sales" "medium"
0.82 0.97 3 160 2 0 0 0 "hr" "medium"
0.45 0.47 2 160 3 0 1 0 "sales" "low"
0.49 0.71 3 196 3 0 0 0 "RandD" "low"
0.99 0.62 4 256 2 0 0 0 "IT" "medium"
0.48 0.63 5 129 5 0 0 0 "technical" "medium"
0.69 0.62 4 183 4 0 0 0 "support" "low"
0.9 0.92 4 271 5 0 1 0 "IT" "medium"
0.64 0.61 4 143 2 1 0 0 "support" "high"
0.11 0.85 6 267 4 0 1 0 "sales" "medium"
0.95 0.63 3 249 3 0 0 0 "management" "low"
0.72 0.98 3 181 4 0 0 0 "technical" "low"
0.81 0.75 4 206 3 0 0 0 "IT" "medium"
0.09 0.93 6 279 4 0 1 0 "technical" "low"
0.4 0.49 2 144 3 0 1 0 "support" "low"
0.63 0.49 5 192 2 0 0 0 "sales" "low"
0.8 0.94 4 200 4 0 0 0 "sales" "medium"
0.99 0.85 5 261 4 0 0 0 "RandD" "medium"
0.88 0.91 4 234 6 0 1 0 "technical" "low"
0.95 0.66 4 168 2 0 0 0 "sales" "medium"
0.11 0.83 6 244 4 0 1 0 "hr" "medium"
0.73 0.94 4 262 3 0 0 0 "support" "low"
0.22 0.78 6 206 6 0 0 0 "RandD" "low"
0.74 0.92 4 258 3 1 0 0 "technical" "low"
0.37 0.54 2 131 3 1 1 0 "hr" "medium"
0.11 0.9 6 301 4 0 1 0 "technical" "low"
0.57 0.61 3 243 3 0 0 0 "IT" "medium"
0.98 0.66 3 204 2 0 0 0 "sales" "medium"
0.9 0.97 3 141 3 0 0 0 "sales" "low"
0.79 0.73 4 226 3 0 0 0 "sales" "medium"
0.68 0.99 3 247 2 1 0 0 "technical" "low"
0.56 0.57 5 237 2 0 0 0 "IT" "low"
0.79 0.65 2 193 5 0 0 0 "support" "medium"
0.51 0.75 3 133 3 0 0 0 "sales" "medium"
0.78 0.8 3 256 2 0 0 0 "IT" "medium"
0.24 0.56 4 281 7 0 0 0 "sales" "medium"
0.71 0.76 3 201 2 0 0 0 "RandD" "medium"
0.41 0.47 4 104 3 0 0 0 "sales" "low"
0.11 0.85 7 302 4 0 1 0 "sales" "low"
0.94 0.88 3 270 3 0 0 0 "sales" "medium"
0.97 0.85 4 219 3 0 0 0 "technical" "medium"
0.51 0.56 4 168 2 0 0 0 "sales" "low"
0.38 0.5 2 140 3 0 1 0 "sales" "medium"
0.84 0.5 5 267 2 0 0 0 "technical" "low"
0.8 0.75 3 134 4 0 0 0 "sales" "medium"
0.85 0.74 5 170 4 0 0 0 "IT" "low"
0.69 0.75 4 249 4 0 0 0 "hr" "medium"
0.1 0.96 7 301 4 0 1 0 "hr" "low"
0.73 0.98 4 216 2 0 0 0 "sales" "low"
0.79 0.83 5 268 3 0 0 0 "technical" "low"
0.5 0.65 5 285 6 0 0 0 "management" "high"
0.64 0.67 4 252 3 1 0 0 "sales" "medium"
0.8 0.53 3 255 5 0 1 0 "technical" "high"
0.51 0.75 4 175 2 0 0 0 "hr" "medium"
0.8 0.93 4 258 3 0 0 0 "sales" "high"
0.86 0.66 4 251 3 0 0 0 "RandD" "low"
0.1 0.81 7 291 4 0 1 0 "sales" "high"
0.72 0.72 3 217 2 0 0 0 "sales" "medium"
0.45 0.54 2 140 3 0 1 0 "support" "low"
0.9 0.83 5 259 5 0 1 0 "accounting" "low"
0.43 0.56 2 136 3 0 1 0 "sales" "low"
0.94 0.77 3 201 3 0 0 0 "support" "low"
0.78 0.99 5 241 5 0 1 0 "sales" "medium"
0.46 0.87 5 254 5 1 0 0 "sales" "low"
0.96 0.78 2 284 3 0 0 0 "RandD" "medium"
0.84 0.87 4 246 6 0 1 0 "hr" "low"
0.76 0.78 3 162 3 0 0 0 "technical" "medium"
0.22 0.61 4 150 6 0 0 0 "management" "medium"
0.38 0.45 2 129 3 0 1 0 "support" "medium"
0.89 0.92 5 242 5 0 1 0 "sales" "low"
0.57 0.61 2 189 2 1 0 0 "technical" "high"
0.55 0.59 3 245 3 0 0 0 "sales" "low"
0.38 0.53 2 138 3 0 1 0 "product_mng" "low"
0.39 0.67 6 276 6 0 0 0 "sales" "medium"
0.23 0.99 5 176 4 1 0 0 "sales" "low"
0.99 0.59 5 263 3 0 0 0 "sales" "high"
0.59 0.69 3 200 3 0 0 0 "sales" "low"
0.59 0.79 4 272 3 0 0 0 "technical" "low"
0.47 0.41 2 140 3 0 0 0 "hr" "medium"
0.75 0.7 3 129 3 0 0 0 "accounting" "medium"
0.76 0.56 3 179 3 1 0 0 "sales" "low"
0.66 0.77 5 236 3 0 0 0 "sales" "high"
0.68 0.74 4 215 3 0 0 0 "accounting" "low"
0.49 0.57 4 145 2 0 0 0 "technical" "medium"
0.59 0.77 3 169 3 0 0 0 "IT" "low"
0.61 0.72 4 134 2 0 0 0 "accounting" "medium"
0.58 0.77 4 145 3 1 0 0 "support" "low"
0.44 0.55 2 135 3 0 1 0 "support" "low"
0.1 0.89 7 285 4 0 1 0 "IT" "low"
0.34 0.99 4 184 3 0 0 0 "RandD" "medium"
0.96 0.89 3 163 2 0 0 0 "RandD" "low"
0.55 1 6 136 3 0 1 0 "support" "low"
0.72 0.73 5 167 3 0 0 0 "marketing" "medium"
0.8 0.87 5 240 6 0 1 0 "technical" "low"
0.97 0.93 5 137 2 1 0 0 "support" "low"
0.15 0.53 6 222 3 0 0 0 "technical" "medium"
0.48 0.61 3 146 3 0 0 0 "marketing" "medium"
0.11 0.87 6 291 4 0 1 0 "product_mng" "low"
0.31 0.72 2 191 3 0 0 0 "hr" "medium"
0.86 0.95 5 275 2 0 0 0 "technical" "medium"
0.37 0.46 2 158 3 0 1 0 "hr" "low"
0.95 0.9 3 155 3 0 0 0 "technical" "medium"
0.6 0.57 2 184 3 0 0 0 "sales" "medium"
0.48 0.6 4 230 3 0 0 0 "product_mng" "medium"
0.44 0.61 3 147 4 0 0 0 "RandD" "low"
0.61 0.9 3 224 3 0 0 0 "support" "low"
0.65 0.72 3 134 3 0 0 0 "sales" "low"
0.85 0.87 5 246 5 1 1 0 "sales" "medium"
0.22 0.64 3 193 2 0 0 0 "technical" "low"
0.45 0.55 3 151 3 0 0 0 "sales" "medium"
0.77 0.93 5 182 4 0 0 0 "support" "medium"
0.5 0.8 6 201 5 0 0 0 "technical" "medium"
0.8 0.58 4 175 2 0 0 0 "RandD" "low"
0.83 0.55 3 271 7 0 0 0 "sales" "medium"
0.56 0.77 5 279 4 0 0 0 "sales" "low"
0.51 0.52 5 261 3 1 0 0 "RandD" "low"
0.86 0.9 4 162 3 0 0 0 "product_mng" "low"
0.63 0.66 3 256 4 1 0 0 "RandD" "low"
0.87 0.91 4 228 5 0 1 0 "sales" "low"
0.91 0.68 3 218 3 1 0 0 "accounting" "medium"
0.4 0.72 3 204 4 1 0 0 "sales" "low"
0.62 0.79 4 216 2 1 0 0 "technical" "low"
0.78 0.93 4 225 5 0 1 0 "sales" "medium"
0.64 0.38 5 122 4 0 0 0 "sales" "low"
0.86 0.71 5 235 4 0 0 0 "IT" "medium"
0.84 0.91 3 247 4 0 0 0 "marketing" "low"
0.11 0.84 6 287 4 0 1 0 "accounting" "medium"
0.5 0.57 3 219 3 0 0 0 "sales" "medium"
0.84 0.91 4 207 3 0 0 0 "support" "low"
0.11 0.8 6 304 4 0 1 0 "technical" "low"
0.71 0.63 3 204 3 0 0 0 "marketing" "low"
0.98 0.99 5 141 3 0 0 0 "sales" "low"
0.7 0.58 5 168 3 0 0 0 "management" "low"
0.9 0.74 4 206 4 1 0 0 "IT" "low"
0.81 0.92 4 268 3 0 0 0 "sales" "low"
0.44 0.52 2 137 3 0 1 0 "RandD" "medium"
0.43 0.51 2 141 3 0 1 0 "sales" "low"
0.87 0.9 3 174 2 0 0 0 "IT" "low"
0.35 0.8 3 137 5 0 0 0 "hr" "low"
0.75 0.51 4 138 4 0 0 0 "marketing" "medium"
0.75 0.79 4 263 3 0 0 1 "marketing" "medium"
1 0.63 2 105 2 0 0 0 "sales" "medium"
0.65 0.88 4 173 3 0 0 0 "management" "medium"
0.11 0.79 6 292 4 0 1 0 "IT" "low"
0.73 0.79 4 145 2 1 0 0 "support" "low"
0.72 0.87 5 223 5 0 1 0 "sales" "low"
0.84 0.63 2 162 3 0 0 0 "sales" "low"
0.77 1 4 255 5 0 1 0 "RandD" "medium"
0.87 0.56 4 121 2 0 0 1 "technical" "medium"
0.78 0.8 4 175 3 0 0 0 "product_mng" "medium"
0.53 0.75 4 263 5 0 0 0 "RandD" "low"
0.37 0.49 2 148 3 0 1 0 "sales" "low"
0.69 0.87 5 174 3 0 0 0 "support" "medium"
0.35 0.64 4 147 2 0 0 0 "sales" "low"
0.36 0.55 3 191 3 0 0 0 "product_mng" "high"
0.58 0.5 3 144 3 0 0 0 "sales" "medium"
0.65 0.89 3 151 2 0 0 0 "technical" "low"
0.67 0.52 2 152 5 0 0 0 "technical" "medium"
0.51 0.54 3 154 3 1 0 0 "IT" "medium"
0.81 0.52 4 270 3 0 0 0 "RandD" "medium"
0.85 0.67 3 267 2 1 0 0 "sales" "low"
0.84 0.75 2 168 2 0 0 0 "technical" "low"
0.84 0.58 4 208 3 0 0 0 "accounting" "medium"
0.09 0.95 6 292 4 0 1 0 "sales" "medium"
0.39 0.53 2 146 3 0 1 0 "sales" "low"
0.67 0.49 3 247 10 0 0 0 "sales" "medium"
0.91 0.87 3 199 3 0 0 0 "sales" "medium"
0.91 0.64 3 241 10 0 0 0 "sales" "medium"
0.61 0.78 3 238 2 0 0 0 "support" "medium"
0.8 0.81 3 199 4 1 0 0 "support" "medium"
0.82 0.89 4 237 3 0 0 0 "support" "medium"
0.88 0.89 2 160 4 0 0 0 "support" "low"
0.41 0.87 6 262 6 0 0 0 "sales" "high"
0.1 0.81 6 268 4 0 1 0 "marketing" "low"
0.43 0.5 2 148 3 0 1 0 "support" "low"
0.79 0.91 5 271 5 0 1 0 "sales" "low"
0.9 0.49 4 185 2 0 0 0 "sales" "low"
0.42 0.53 3 181 5 0 0 0 "technical" "medium"
0.82 0.7 3 149 2 0 0 0 "sales" "medium"
0.34 0.92 3 206 3 0 0 0 "RandD" "medium"
0.85 0.57 5 190 2 1 0 0 "technical" "medium"
0.47 0.44 5 255 5 1 0 0 "support" "low"
0.75 0.66 4 202 2 0 0 0 "support" "low"
0.53 0.99 3 223 10 0 0 0 "marketing" "low"
0.56 0.67 5 165 3 1 0 0 "management" "medium"
0.88 1 5 226 6 0 1 0 "marketing" "low"
0.2 0.9 6 138 3 0 1 0 "technical" "low"
0.93 1 4 145 3 0 0 0 "accounting" "medium"
0.54 0.53 3 203 2 0 0 0 "support" "low"
0.1 0.77 5 252 4 0 1 0 "technical" "medium"
0.21 0.65 3 183 3 0 0 0 "technical" "low"
0.54 0.83 4 201 8 1 0 0 "sales" "medium"
0.39 0.5 2 142 3 0 1 0 "hr" "medium"
0.45 0.48 2 158 3 0 1 0 "technical" "low"
0.81 1 4 253 5 0 1 0 "technical" "low"
0.85 0.69 3 194 4 0 0 0 "sales" "medium"
0.19 0.63 5 206 6 0 0 0 "RandD" "medium"
0.83 0.91 3 251 2 0 0 0 "RandD" "medium"
0.1 0.77 6 255 4 0 1 0 "management" "low"
0.41 0.53 2 157 3 0 1 0 "accounting" "low"
0.92 0.89 4 236 4 1 0 0 "technical" "medium"
0.37 0.56 2 156 3 0 1 0 "sales" "medium"
0.25 0.8 5 186 4 1 0 0 "support" "medium"
0.96 0.81 3 212 3 0 0 0 "support" "medium"
0.81 0.99 5 143 3 0 0 0 "marketing" "medium"
0.53 0.86 3 150 3 0 0 0 "support" "low"
0.37 0.54 2 152 3 0 1 0 "marketing" "medium"
0.59 0.97 5 242 3 0 0 0 "product_mng" "low"
0.73 0.96 2 151 3 0 0 0 "technical" "medium"
0.84 0.83 4 227 5 0 1 0 "accounting" "low"
0.32 0.66 3 144 2 0 0 0 "support" "low"
0.52 0.59 2 176 3 1 0 0 "IT" "low"
0.59 0.91 4 142 3 1 0 0 "support" "medium"
0.49 0.58 3 265 3 0 0 0 "support" "low"
0.82 0.93 4 246 5 0 1 0 "sales" "medium"
0.79 0.67 4 152 3 0 0 0 "technical" "medium"
0.8 0.8 4 252 6 0 0 0 "hr" "medium"
0.67 0.71 4 178 6 0 0 0 "IT" "low"
0.16 0.78 4 196 5 0 0 0 "technical" "high"
0.95 0.58 3 163 3 0 0 0 "technical" "medium"
0.65 0.99 4 200 4 0 0 0 "technical" "low"
0.51 0.53 3 201 2 0 0 0 "sales" "low"
0.72 0.66 4 184 3 0 0 0 "management" "high"
0.63 0.53 4 243 2 0 0 0 "technical" "low"
0.46 0.53 3 135 2 0 0 0 "management" "low"
0.56 0.68 3 144 3 1 0 0 "sales" "low"
0.51 0.96 3 149 4 0 0 0 "accounting" "low"
0.53 0.97 4 249 3 0 0 0 "sales" "medium"
0.1 0.83 7 276 4 0 1 0 "accounting" "low"
0.82 0.82 3 148 3 0 0 0 "IT" "low"
0.37 0.74 5 117 3 0 0 0 "product_mng" "medium"
0.09 0.8 6 304 5 0 1 0 "technical" "medium"
0.56 0.59 3 223 3 0 0 0 "support" "medium"
0.1 0.85 7 279 4 0 1 0 "RandD" "medium"
0.87 0.77 3 190 3 0 0 0 "management" "low"
0.59 0.62 3 212 2 1 0 0 "sales" "high"
0.59 0.82 2 233 2 0 0 0 "IT" "medium"
0.81 0.63 4 108 6 0 0 0 "technical" "medium"
0.93 0.75 5 143 3 0 0 0 "support" "low"
0.59 0.59 3 173 3 0 0 0 "IT" "low"
0.44 0.51 2 150 3 0 1 0 "support" "low"
0.21 0.49 3 253 3 0 0 0 "hr" "low"
0.71 0.97 3 189 3 1 0 0 "technical" "high"
0.91 0.94 5 257 5 0 1 0 "technical" "low"
0.58 0.57 5 205 2 0 0 0 "marketing" "high"
0.7 0.48 5 99 4 0 0 0 "RandD" "low"
0.69 0.98 3 269 3 1 0 0 "sales" "medium"
0.5 0.97 4 217 3 0 0 0 "hr" "low"
0.81 0.91 3 184 3 0 0 0 "RandD" "low"
0.84 0.87 4 246 6 0 1 0 "hr" "low"
0.58 0.97 2 216 3 0 0 0 "accounting" "high"
0.92 0.6 4 161 3 0 0 0 "IT" "low"
0.96 0.62 4 217 2 0 0 0 "support" "medium"
0.5 0.57 3 223 3 0 0 0 "technical" "low"
0.95 0.62 4 150 2 0 0 0 "management" "low"
0.58 0.96 3 202 2 0 0 0 "technical" "medium"
0.74 0.71 3 206 3 0 0 0 "management" "high"
0.87 0.9 5 254 6 0 1 0 "support" "low"
0.95 0.84 3 240 7 0 0 0 "sales" "medium"
0.98 0.72 3 252 2 0 0 0 "IT" "low"
0.72 0.89 4 217 3 0 0 0 "support" "medium"
0.92 0.85 3 207 2 0 0 0 "support" "low"
0.86 0.96 5 246 3 0 0 0 "support" "medium"
0.87 0.71 4 157 2 0 0 0 "hr" "medium"
0.57 0.5 5 149 5 1 0 0 "RandD" "medium"
0.85 0.81 4 260 3 0 0 0 "product_mng" "medium"
0.82 0.86 5 257 5 0 1 0 "sales" "low"
0.86 0.93 5 223 5 0 1 0 "RandD" "medium"
0.42 0.74 5 256 6 0 0 0 "management" "medium"
0.89 0.88 5 241 2 1 0 0 "sales" "medium"
0.55 0.61 3 209 3 0 0 0 "technical" "low"
0.6 0.91 5 211 3 0 0 0 "sales" "low"
0.39 1 5 204 5 1 0 0 "management" "medium"
0.77 0.93 3 227 3 0 0 0 "management" "high"
0.31 0.63 3 150 3 1 0 0 "sales" "medium"
0.66 0.66 4 273 4 1 0 0 "IT" "low"
0.5 0.81 3 170 2 0 0 0 "sales" "low"
0.62 0.4 3 158 8 1 0 0 "marketing" "low"
0.87 0.82 5 138 3 1 0 0 "management" "low"
0.67 0.78 4 193 3 0 0 0 "sales" "medium"
0.6 0.78 6 211 4 1 0 0 "product_mng" "medium"
0.13 0.72 4 154 4 0 0 0 "technical" "medium"
0.74 0.89 4 267 5 0 1 0 "sales" "medium"
0.89 0.75 3 134 3 0 0 0 "hr" "low"
0.7 0.89 3 183 5 0 1 0 "support" "low"
0.76 0.94 3 189 3 0 0 0 "sales" "medium"
0.89 0.73 3 210 2 0 0 0 "hr" "low"
0.44 0.42 3 178 3 0 0 0 "support" "high"
0.38 0.92 5 238 2 0 0 0 "product_mng" "low"
0.57 0.78 3 134 3 0 0 0 "RandD" "medium"
0.49 0.62 4 161 2 0 0 0 "IT" "medium"
0.8 0.75 3 268 2 0 1 0 "sales" "medium"
0.92 0.93 4 247 2 0 0 0 "management" "medium"
0.84 0.85 5 246 3 0 0 0 "support" "medium"
0.44 0.46 2 143 3 0 1 0 "IT" "low"
0.4 0.49 2 135 3 0 1 0 "sales" "low"
0.92 0.51 4 167 3 1 0 0 "IT" "medium"
